WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:48 | (V(187670), view 187670, seq 374): Updated to view 187670
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187670, seq 374): Starting change to view 187671
INFO  | pbft_engine::node:48 | (V(187671), view 187671, seq 374): Updated to view 187671
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187671
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187671
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187671, seq 374): Starting change to view 187672
INFO  | pbft_engine::node:48 | (V(187672), view 187672, seq 374): Updated to view 187672
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187672
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187672, seq 374): Starting change to view 187673
INFO  | pbft_engine::node:48 | (V(187673), view 187673, seq 374): Updated to view 187673
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187673, seq 374): Starting change to view 187674
INFO  | pbft_engine::node:48 | (V(187674), view 187674, seq 374 *): Updated to view 187674
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187674
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187674
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187674, seq 374 *): Starting change to view 187675
INFO  | pbft_engine::node:48 | (V(187675), view 187675, seq 374): Updated to view 187675
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187675, seq 374): Starting change to view 187676
INFO  | pbft_engine::node:48 | (V(187676), view 187676, seq 374): Updated to view 187676
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187676
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187676
INFO  | pbft_engine::node:39 | (PP, view 187676, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187676, seq 374): Starting change to view 187677
INFO  | pbft_engine::node:48 | (V(187677), view 187677, seq 374): Updated to view 187677
INFO  | pbft_engine::node:39 | (PP, view 187677, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187677, seq 374): Starting change to view 187678
INFO  | pbft_engine::node:48 | (V(187678), view 187678, seq 374): Updated to view 187678
INFO  | pbft_engine::node:39 | (PP, view 187678, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187678, seq 374): Starting change to view 187679
INFO  | pbft_engine::node:48 | (V(187679), view 187679, seq 374 *): Updated to view 187679
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187679
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187679
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187679, seq 374 *): Starting change to view 187680
INFO  | pbft_engine::node:48 | (V(187680), view 187680, seq 374): Updated to view 187680
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187680, seq 374): Starting change to view 187681
INFO  | pbft_engine::node:48 | (V(187681), view 187681, seq 374): Updated to view 187681
INFO  | pbft_engine::node:48 | (PP, view 187682, seq 374): Updated to view 187682
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187682
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187682
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187682
INFO  | pbft_engine::node:39 | (PP, view 187682, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187682, seq 374): Starting change to view 187683
INFO  | pbft_engine::node:48 | (V(187683), view 187683, seq 374): Updated to view 187683
INFO  | pbft_engine::node:39 | (PP, view 187683, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187683, seq 374): Starting change to view 187684
INFO  | pbft_engine::node:48 | (V(187684), view 187684, seq 374 *): Updated to view 187684
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187684
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187684
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187684, seq 374 *): Starting change to view 187685
INFO  | pbft_engine::node:48 | (V(187685), view 187685, seq 374): Updated to view 187685
INFO  | pbft_engine::node:39 | (PP, view 187685, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187685, seq 374): Starting change to view 187686
INFO  | pbft_engine::node:48 | (V(187686), view 187686, seq 374): Updated to view 187686
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187686, seq 374): Starting change to view 187687
INFO  | pbft_engine::node:48 | (V(187687), view 187687, seq 374): Updated to view 187687
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187687
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187687
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187687, seq 374): Starting change to view 187688
INFO  | pbft_engine::node:48 | (V(187688), view 187688, seq 374): Updated to view 187688
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187688, seq 374): Starting change to view 187689
INFO  | pbft_engine::node:48 | (V(187689), view 187689, seq 374 *): Updated to view 187689
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187689
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187689
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187689, seq 374 *): Starting change to view 187690
INFO  | pbft_engine::node:48 | (V(187690), view 187690, seq 374): Updated to view 187690
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187690, seq 374): Starting change to view 187691
INFO  | pbft_engine::node:48 | (V(187691), view 187691, seq 374): Updated to view 187691
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187691, seq 374): Starting change to view 187692
INFO  | pbft_engine::node:48 | (V(187692), view 187692, seq 374): Updated to view 187692
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187692, seq 374): Starting change to view 187693
INFO  | pbft_engine::node:48 | (V(187693), view 187693, seq 374): Updated to view 187693
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187693
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187693
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187693, seq 374): Starting change to view 187694
INFO  | pbft_engine::node:48 | (V(187694), view 187694, seq 374 *): Updated to view 187694
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187694
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187694
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187694, seq 374 *): Starting change to view 187695
INFO  | pbft_engine::node:48 | (V(187695), view 187695, seq 374): Updated to view 187695
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187695, seq 374): Starting change to view 187696
INFO  | pbft_engine::node:48 | (V(187696), view 187696, seq 374): Updated to view 187696
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187696, seq 374): Starting change to view 187697
INFO  | pbft_engine::node:48 | (V(187697), view 187697, seq 374): Updated to view 187697
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187697
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187697
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187697, seq 374): Starting change to view 187698
INFO  | pbft_engine::node:48 | (V(187698), view 187698, seq 374): Updated to view 187698
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187698
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187698
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187698, seq 374): Starting change to view 187699
INFO  | pbft_engine::node:48 | (V(187699), view 187699, seq 374 *): Updated to view 187699
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187699
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187699
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187699, seq 374 *): Starting change to view 187700
INFO  | pbft_engine::node:48 | (V(187700), view 187700, seq 374): Updated to view 187700
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187700, seq 374): Starting change to view 187701
INFO  | pbft_engine::node:48 | (V(187701), view 187701, seq 374): Updated to view 187701
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187701, seq 374): Starting change to view 187702
INFO  | pbft_engine::node:48 | (V(187702), view 187702, seq 374): Updated to view 187702
INFO  | pbft_engine::node:39 | (PP, view 187702, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187702, seq 374): Starting change to view 187703
INFO  | pbft_engine::node:48 | (V(187703), view 187703, seq 374): Updated to view 187703
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187703, seq 374): Starting change to view 187704
INFO  | pbft_engine::node:48 | (V(187704), view 187704, seq 374 *): Updated to view 187704
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187704
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187704
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187704, seq 374 *): Starting change to view 187705
INFO  | pbft_engine::node:48 | (V(187705), view 187705, seq 374): Updated to view 187705
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187705, seq 374): Starting change to view 187706
INFO  | pbft_engine::node:48 | (V(187706), view 187706, seq 374): Updated to view 187706
INFO  | pbft_engine::node:39 | (PP, view 187706, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187706, seq 374): Starting change to view 187707
INFO  | pbft_engine::node:48 | (V(187707), view 187707, seq 374): Updated to view 187707
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187707, seq 374): Starting change to view 187708
INFO  | pbft_engine::node:48 | (V(187708), view 187708, seq 374): Updated to view 187708
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187708
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187708
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187708, seq 374): Starting change to view 187709
INFO  | pbft_engine::node:48 | (V(187709), view 187709, seq 374 *): Updated to view 187709
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187709
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187709
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187709, seq 374 *): Starting change to view 187710
INFO  | pbft_engine::node:48 | (V(187710), view 187710, seq 374): Updated to view 187710
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187710, seq 374): Starting change to view 187711
INFO  | pbft_engine::node:48 | (V(187711), view 187711, seq 374): Updated to view 187711
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
